id,title,location_drawer,location_number,difficulty,status,year_published,date_acquired,purchase_price,purchase_source,lend_start_date,expected_return_date,rental_start_date,rental_end_date,rental_fee,borrowing_start_date,expected_borrowing_return_date,duration,score_missing,notes,date_added,date_updated,borrowing_organization_id,lending_organization_id,publisher_id,renting_organization_id
633,El Condor Pasa,25,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
634,Carousel,11,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
635,Flower Drum Song,16,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
636,It Might As Well Be Spring,47,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
637,King and I,17,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
638,My Heart Stood Still,3,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
639,Oklahoma,10,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
640,Slaughter on Tenth Avenue,3,40,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
641,Sound of Music,21,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
642,South Pacific,39,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
643,Victory at Sea,31,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
644,Over the Waves,2,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
645,Holiday for Trombones,28,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
646,Victorious Eagle,45,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
647,Ballet Music and Soldiers' March,3,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
648,Barber of Seville,1,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
649,"Introduction, Theme & Variations (Bb clar & b ",13,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
650,Siege of Corinth,2,34,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
651,William Tell,23,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
652,Go-Go Generation March,22,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
653,Spellbound Concerto,10,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
654,Triumphal March,19,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
655,Schlitz Makes it Great,50,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
656,Ballad of the Green Berets,47,31,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
657,Golden Ear,1,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
658,Hail to the Chief,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
659,Reuben and Rachel,3,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
660,Midnite Matinee,1,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
661,Five Mellow Winds,1,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
662,"Mission Impossible, Theme from",31,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
663,Five Star General,46,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
664,Thirteen Stars in a Field of Blue,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
665,Les Miserables,8,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
666,Chester,24,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
667,Variations on 'America',20,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
668,When Jesus Wept,29,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
669,When You Believe,5,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
670,Toot Sweet - Trumpet Solo and Band,9,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
671,Brooke's Chicago Marine Band March,47,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
672,March 'Grandioso',17,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
673,Around the Campfire,2,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
674,Highways Are Happy Ways,46,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
675,Notre Dame Victory March,50,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
676,Victory March( Notre Dame),45,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
677,It's A Small World,12,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
678,Mary Poppins,22,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
679,Festive Overture,16,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
680,Finale from Symphony No. 5,20,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
681,Folk Dances,15,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
682,Folk Festival (from Motion Picture The Gadfly ,26,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
683,Galop,28,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
684,Can Can for Band,1,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
685,March of the Majorettes,47,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
686,Sounds of Simon and Garfunkel,19,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
687,Eubie!,12,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
688,Symbol of Honor Overture,3,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
689,Red's White and Blue March,23,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
690,Tap Roots,19,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
692,Festival Variations,29,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
693,March on an Irish Air,39,29,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
694,Emperata Overture,6,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
695,Star Spangled Banner,45,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
696,Rhapsody on Christmas Carols,32,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
697,Eternal Flame,9,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
698,Jardin D'Espagnol (Gardens of Spain),16,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
699,Black Horse Troop March,12,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
700,Bullets & Bayonets,39,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
701,Easter Monday on the Whitehouse Lawn,35,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
702,El Capitan March,39,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
703,Fairest of the Fair,7,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
704,Free Lance March,16,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
705,Free Lance March,28,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
706,Fugue on Yankee Doodle,31,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
707,Gallant Seventh,6,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
708,George Washington Bicentennial March,6,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
709,Gladiator March,47,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
710,Glory of the Yankee Navy,7,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
711,Gridiron Club March,49,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
712,Hail to the Spirit of Liberty,6,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
713,Hands Across the Sea March,48,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
714,High School Cadets March,39,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
715,King Cotton March,37,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
717,Looking Upward,32,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
718,Manhattan Beach March,37,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
719,Nobles of the Mystic Shrine March,47,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
720,Pathfinder of Panama,7,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
721,Pride of the Wolverines March,30,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
722,Riders for the Flag,18,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
723,Rifle Regiment March,39,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
724,Sabre and Spurs,28,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
725,Sabre and Spurs March,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
726,Semper Fidelis March,37,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
727,Stars and Stripes for Christmas,32,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
728,Stars and Stripes Forever,38,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
730,Symphony on Themes of Sousa II - Thunderer,33,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
731,Symphony on Themes of Sousa III - Fairest of the Fair,33,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
732,Thunderer March ,37,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
733,U.S. Field Artillery March,39,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
734,Washington Post March,25,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
735,Washington Post March,28,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
736,Jubilee Overture,37,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
737,Steel King March,45,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
738,Gavorkna Fanfare,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
739,"Pastime, A Salute to Baseball",31,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
740,Voluntary VIII,20,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
741,Mr. Bandmaster March,47,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
742,Battle Hymn,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
743,Battle Hymn of the Republic,30,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
744,Battle Hymn of the Republic,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
745,Honey -Babe,46,27,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
746,32nd Division March,47,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
747,My Old Michigan Home,46,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
748,March Juno,17,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
749,Echoes of Alhambra,12,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
750,Artist's Life,2,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
751,"Bat, The",2,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
752,Die Fledermaus,25,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
753,Allerseelen,3,39,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
755,Fest musik der Stadt Wien,30,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
756,Annie,24,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
757,Bye Bye Birdie,24,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
758,Three Ayres from Gloucester,12,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
759,"Two, Too British",19,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
760,Entrance and March of Peers (from lolanthe),22,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
761,Pineapple Poll (Suite from the Ballet),27,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
763,"Morning, Noon, and Night",17,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
764,Poet and Peasant Overture,18,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
765,Chesford Portrait,14,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
766,La Donna,45,37,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
767,"Pyramids, The",6,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
768,All America March ,50,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
769,America's Sweethearts March,47,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
770,Contest Winners March,46,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
771,Swing Along March,45,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
772,Victory Parade,45,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
773,Drum Major,45,39,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
774,Heroic Overture,2,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
775,Dance of the Flutes,35,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
776,Dance of the Jesters,32,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
777,Old Comrades March,39,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
778,Old Comrades March,37,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
779,"Suite in A Minor, Part II",35,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
781,Chelsea Suite,9,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
782,Amazing Grace,27,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
783,Blue Shades,31,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
784,Cajun Folksongs,33,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
786,Sun Dance,5,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
788,Christmas Song,23,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
791,1812 Overture,13,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
762,Light Cavalry Overture,17,5,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 17:44:59.82391+00,,,,
729,"Stars and Stripes Forever, The",39,16,"","",1996,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:08:19.787078+00,,,6,
780,Amparito Roca - Spanish March,25,2,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 17:58:47.001714+00,,,7,
790,"Nutcracker Suite, The (mvts. 3-7)",35,13,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:24:29.563873+00,,,,
789,"Nutcracker Suite, The (mvts. 1&2)",35,12,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:24:52.883921+00,,,,
787,Vesuvius,33,9,"","",1999,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-11-13 23:32:38.785806+00,,,,
792,Chanson Napolitaine,35,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
793,Pater Noster,18,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
794,Romeo and Juliet,10,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
795,Salvation is Created / Awake of Die Meistersi ,15,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
796,La Bamba De Vera Cruz,28,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
797,French National Defile March A flat,31,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
798,French National Defile March B flat,25,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
799,French National Defile March B flat,39,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
800,Three Christmas Miniatures,22,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
801,Go U Northwestern,46,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
802,Patriotic Medley (8 short versions),48,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
803,Flourish for Wind Band,26,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
804,English Folk Song Suite,11,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
805,Linden Lea,29,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
807,Toccata Marziale,31,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
808,La Forza Del Destino (Forces of Destiny),15,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
809,Manzoni Requiem,23,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
810,Nabucco,7,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
811,Prelude to Act I - La Traviata,32,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
812,Sanctus,8,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
813,Pasadena Day March,46,37,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
814,Bachianas Brasileiras #2,6,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
815,Piccolo Concerto,26,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
816,Donna Diana,28,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
817,Take Me Out to the Ball Game,38,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
818,Oberon Overture,21,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
819,Peter Schmoll Overture,7,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
820,Under the Double Eagle,37,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
821,Awake - Chorale from Act III Die Meistersing,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
822,Liebestod,24,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
823,Tannhauser,3,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
824,Tannhauser Overture,19,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
825,Trauersinfonie,33,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
826,Espana Waltz,3,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
827,Skaters Waltz,45,31,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
828,"Duty, Honor, Country (for Narrator and band) ",25,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
829,Badinage for Brasses,9,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
830,Christmas Suite,25,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
831,Golden Eagle,1,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
832,Three Jacks Trumpet Trio,3,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
833,When the Saints Go Marching In,38,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
834,Crown Imperial,16,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
835,Original Dixieland Concerto,17,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
836,America the Beautiful - Band Spectacular,49,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
838,America the Beautiful,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
839,Burlesk for Band,25,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
840,Miss America,51,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
