id,title,location_drawer,location_number,difficulty,status,year_published,date_acquired,purchase_price,purchase_source,lend_start_date,expected_return_date,rental_start_date,rental_end_date,rental_fee,borrowing_start_date,expected_borrowing_return_date,duration,score_missing,notes,date_added,date_updated,borrowing_organization_id,lending_organization_id,publisher_id,renting_organization_id
221,Enigma Variations (Nimrod IX),29,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
222,Pomp and Circumstance,9,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
223,Ellington Medley,4,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
224,British Eighth,39,30,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
225,Fantasia on Dixie,16,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
226,Blues for a Killed Kat,35,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
227,Overture Jubiloso,19,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
228,Stravinsky Suite,9,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
229,Air for Band,33,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
230,Celtic Hymns & Dances,39,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
231,Bombasto March,50,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
232,March Indiana State Band,46,30,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
233,Americans We March,37,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
322,Irish Tune from County Derry,13,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
234,Boss Trombone - He's De Head Man - Novelt,50,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
236,Comin' Round the Mountain,2,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
237,Footlifter,39,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
238,His Excellency March,46,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
240,His Honor,46,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
241,Klaxon,48,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
242,Klaxon / Orange Bowl,38,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
243,Lassus Trombone,38,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
244,Men of Ohio,39,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
245,Miss Trombone,45,29,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
246,Noble Men March,39,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
247,Orange Bowl / Klaxon,38,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
248,Presidents March,45,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
249,Rolling Thunder,15,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
250,Taps+C4,45,27,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
251,Elmer Bernstein's Jazz Selections (Man w/ golden arm),29,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
252,Doodletown Fifers,28,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
253,Bright Eyes for Trumpet Trio and Band,1,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
254,Emmanuel Variants,5,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
255,Voices That Care (plus optional chorus),29,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
256,Niagra Overture,21,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
257,American Folk Song Suite,29,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
258,Semper Paratus (Coast Guard March),51,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
259,Aguero,11,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
260,Toccata,22,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
261,Handclapper's Dance,26,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
263,Thunder and Blazes March,39,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
265,Canzon in Double Echo,4,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
266,Jalousie,23,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
267,Marche Lorraine,15,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
268,Parade of the Cliches,18,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
269,"American in Paris, An",26,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
270,As Time Goes By,32,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
271,But Not For Me,5,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
272,But Not For Me,32,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
273,Gershwin Medley,4,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
274,Man I Love,3,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
275,Porgy and Bess,13,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
276,Rhapsody in Blue,14,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
277,Second Prelude (from 3 preludes),29,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
278,Someone to Watch Over Me,32,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
279,Strike Up the Band,8,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
280,Swonderful,33,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
281,Yankee Doodle Blues,2,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
239,His Honor,12,13,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-09-09 21:01:41.64785+00,,,,
262,Florentiner March (Grande Marcia Italiana),6,7,"","",1980,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-10-23 20:41:11.600407+00,,,10,
282,Pegasus (from The Spirit Sleeping),35,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
283,"Spirit Sleeping, The (1st movement only: Pegasus)",35,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
284,Zip-A-Dee-Doo-Dah,39,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
285,Just a Closer Walk with Thee,3,31,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
286,"Man Who Invented Music, The",6,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
287,Peachtree Promenade,18,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
288,Danza Final (Malambo),33,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
289,Andrea Chenier,23,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
290,Alla Barocco,23,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
291,Chorale and Capriccio,24,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
292,Overture in B Flat,18,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
293,Symphony in One Movement,19,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
294,Russian Sailors' Dance,18,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
295,Russlan and Ludmilla,32,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
296,Exodus (Main Theme),49,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
297,Bugles and Drums March,47,33,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
298,Children's March on Songs the Youngsters Si,26,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
299,Chimes of Liberty,35,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
300,Jubilee March,47,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
301,On Parade,48,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
302,On the Alert,46,34,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
303,Onward-Upward,27,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
304,Pride O' The Land,45,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
305,Shenandoah March ,51,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
306,Stepping Along March,3,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
307,"Tramp, Tramp, Tramp",2,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
308,Tribute to Sousa March,45,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
309,V. F. W.,49,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
310,Star Trek - The Motion Picture,12,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
311,Adeste Fideles,23,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
312,American Salute,25,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
313,Jingle Bells,7,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
314,Pavanne,21,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
315,"Windjammer, Highlights from",10,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
316,Washington Grays March,37,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
318,Blithe Bells,33,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
319,Children's March,25,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
320,Country Gardens,27,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
321,Country Gardens,39,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
323,Lincolnshire Posy,20,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
324,Molly on the Shore,33,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
325,Sussex Mummers' Christmas Carol,22,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
326,Ye Banks & Braes o' Bonnie Doon,26,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
327,Mister Peepers,3,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
328,God Bless the USA,33,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
329,Grieg Selections,2,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
330,On the Trail,10,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
331,Caissons Go Rolling Along,51,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
332,Caissons Go Rolling Along - Artillery Song,49,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
333,American Folk Rhapsody No. I,11,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
334,"English Christmas, An",27,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
335,Fantasy on American Sailing Songs,11,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
336,Hebrides Suite,2,38,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
337,Little March,17,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
338,Scottish Rhapsody,39,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
339,Second American Folk Rhapsody,10,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
340,Two Moods Overture,19,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
341,"Senor, Senor",2,31,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
342,Illinois Loyalty March,46,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
343,Prelude and Allegro,15,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
344,How the Grinch Stole Christmas,6,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
345,Eyes of Texas,48,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
346,Georgia Tech,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
347,New Colonial March,48,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
348,Tenth Regiment March,45,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
349,Gardes Du Corps March,47,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
350,March 'Independentia',47,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
351,Officer of the Day March,45,30,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
352,Hallelujah Chorus,24,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
353,Concerto op 4 no 5 in F,39,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
354,Royal Fireworks Music,29,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
355,El Scipio March,16,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
356,Prelude and Fughetta,12,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
357,Saint Louis Blues March,38,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
358,Valdres,11,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
359,Chorale & AIleluia,7,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
360,Third Movement from Symph No 2 (Romantic,28,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
361,Wizard of Oz Fantasy,11,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
362,Caught by the Horns,4,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
364,Cartoon,31,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
365,Caprice for Band,24,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
366,March for the Prince of Wales,17,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
317,Colonial Song,31,1,"","",1905,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-11-13 23:34:11.091351+00,,,,
367,Concerto for Bb Comet or Trumpet,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
368,United We Stand,2,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
369,Olive Branch Overture,3,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
370,In Storm and Sunshine March,46,33,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
371,Overture for Band,26,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
372,Muppet Show Theme,50,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
373,Badinage,3,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
374,March of the Toys,21,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
375,Milk and Honey,17,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
376,Clarinet Cake,25,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
377,Kiddie Ballet,17,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
378,Zampa Overture,20,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
379,1980,13,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
380,Big Band Signatures,32,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
381,Amazing Grace,32,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
382,Midsummer Eve,46,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
383,Jupiter,8,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
384,Dance of the Spirits of Fire,25,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
385,Mars,33,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
387,My Heart Will Go On (Titanic),5,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
389,Alfalfa Club March,9,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
390,Go (Galop),45,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
391,Squealer,51,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
392,Them Basses,39,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
393,St. Julien,45,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
394,Veteran Brigade,45,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
395,Prayer and Dream Pantomime,21,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
396,Le Carnival de Venise,33,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
397,When Yuba Plays the Rumba on the Tuba,51,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
398,Procession of the Sardar,18,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
399,Summer Evening Serenade,3,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
400,Danube Waves,46,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
401,Charlie Rutledge,27,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
402,Country Band March,38,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
403,Variations on America,33,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
404,We Are the World,13,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
405,Music For a Festival,5,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
406,Tribute to Canterbury,11,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
407,William Byrd Suite,11,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
408,Original Suite,33,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
409,Carnival Variations (B flat Trumpet & Band,28,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
410,Esprit de Corps,8,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
411,Apocalypse,12,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
413,Variations on a Theme of Robert Schumann,26,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
414,Third Suite,19,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
415,March R. M. B.,45,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
416,American Overture for Band,38,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
417,Wedding of the Rose,2,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
418,E Pluribus Unum March,38,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
419,Our Mascot,46,36,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
420,Quality-Plus March,47,29,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
421,Harlem Band March,46,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
422,California Here I Come,45,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
423,"Entertainer, The",25,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
424,Waltz You Saved for Me,45,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
425,Mambo Furioso,35,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
426,Variations on Joy to the World,22,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
427,Business for Basses,47,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
428,Coat of Arms Concert March,25,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
429,Jubilee Concert March,17,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
